,,,,,,,,,,,,,,,,
DESIGN NO,OLD VARIANT,CATEGORY,SUB CATEGORY,GENDER,COLLECTION,MULTI SIZE,METAL COLOUR,PORTFOLIO TYPE,SOLITAIRE SLAB_FROM,SOLITAIRE SLAB_TO,SIZE FROM,SIZE TO,PURITY,Color,Last Updation Date,Item Creation Date
DPF8216,PF3095,NECKWEAR,Female Pendant,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",White,,2-21-2024
DLK9912,LK3013,ACCESSORIES,Locket,Female,Generic,-,,Divine (DSJ),,,,,,Silver,4-17-2024,2-21-2024
DPF9979,PF6069,NECKWEAR,Female Pendant,Female,Generic,-,,Divine (DSJ),,,,,,White,4-17-2024,2-21-2024
DPF8279,PF6016,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DOBF8202,OBF3014,WRIST WEAR,Oval Bangle,Female,Generic,2.3,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,2.4,2.6,"10KT,14KT,18KT,9KT",Yellow,4-3-2024,2-21-2024
DRM9258,RM3089,RING,Male Ring,Male,Generic,22,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,1.00-1.23,-,21,"10KT,14KT,18KT,9KT",Yellow White,3-29-2024,2-21-2024
DSC9789,SC3004,COIN,Solitaire Coin,Female,Generic,-,Yellow,Divine (DSJ),0.10-0.13,0.10-0.13,-,-,22KT,Yellow,4-17-2024,2-21-2024
DRF9648,RF1507,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,18,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM9132,RM1376,RING,Male Ring,Male,Engagement,23,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,18,20,"10KT,14KT,18KT,9KT",Yellow,3-29-2024,2-21-2024
DEF9857,EF3418,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,White,4-17-2024,2-21-2024
DRF8468,RF2057,RING,Female Ring,Female,Engagement,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRM8912,RM1153,RING,Male Ring,Male,Generic,21,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,32,33.5,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM8909,RM1141,RING,Male Ring,Male,Generic,23,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,22,25,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF9641,RF1452,RING,Female Ring,Female,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,3,12,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DCF8890,CF3061,RING,Couple Female Ring,Female,Now & Forever,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Yellow,4-11-2024,4-11-2024
DEF9873,EF6041,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,White,,2-21-2024
DRM9032,RM1255,RING,Male Ring,Male,Generic,22,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.90-0.99,15,26,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF9594,PF1253,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-6-2024,2-21-2024
DRF8818,RF3113,RING,Female Ring,Female,Setu Collection,11.5,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.90-0.99,4,19,"10KT,14KT,18KT,9KT",White,3-19-2024,2-21-2024
DPF8276,PF6012,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRM8914,RM1156,RING,Male Ring,Male,Generic,22,"Rose,White,Yellow",Divine (DSJ),-,2.00-2.49,-,20.5,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DPF9693,PF3061,NECKWEAR,Female Pendant,Female,Setu Collection,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,4-8-2024,2-21-2024
DMF8658,MF012,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.45-0.49,-,-,"10KT,14KT,18KT,9KT",Yellow,3-15-2024,2-21-2024
DPF9680,PF1372,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,-,-,"10KT,14KT,18KT,9KT",Yellow,3-26-2024,2-21-2024
DCM8776,CM3038,RING,Couple Male Ring,Male,Now & Forever,24,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,17,17,"10KT,14KT,18KT,9KT",Yellow,4-15-2024,2-21-2024
DRM9158,RM3022,RING,Male Ring,Male,Generic,18,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.60-0.69,-,21,"10KT,14KT,18KT,9KT",White,4-11-2024,2-21-2024
DRF9544,RF1119,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,3-14-2024,2-21-2024
DRF8840,RF3137,RING,Female Ring,Female,Setu Collection,9,"Rose White,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,11,21,"10KT,14KT,18KT,9KT",Yellow,4-6-2024,4-6-2024
DPF8229,PF5013,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM9153,RM3017,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.39-0.44,13,15,"10KT,14KT,18KT,9KT",Yellow,4-1-2024,2-21-2024
DRF8245,RF1838,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,3-18-2024
DEF8600,EF1335,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,3-28-2024,2-21-2024
DCF9809,CF3003,RING,Couple Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,White,,2-21-2024
DRM8944,RM1132,RING,Male Ring,Male,Generic,23,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,1.50-1.69,-,20.5,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF9485,RF6110,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,5,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8840,RF3137,RING,Female Ring,Female,Setu Collection,12,"Rose White,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,11,21,"10KT,14KT,18KT,9KT",White,4-6-2024,2-21-2024
DRF8244,RF1834,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DLK9915,LK3025,ACCESSORIES,Locket,Female,Generic,-,,Divine (DSJ),,,,,,BRASS YELLOW,4-17-2024,2-21-2024
DEF8506,EF1263,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,3-28-2024,2-21-2024
DCM8755,CM3063,RING,Couple Male Ring,Male,Now & Forever,15,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,35.5,"10KT,14KT,18KT,9KT",Yellow,4-8-2024,4-8-2024
DRM8926,RM1197,RING,Male Ring,Male,Generic,23.5,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,15,26,"10KT,14KT,18KT,9KT",Rose,4-23-2024,2-21-2024
DRF10046,RF3354,RING,Female Ring,Female,Generic,12,"Rose,Yellow",Divine (DSJ),0.10-0.13,0.39-0.44,10,15,18KT,Rose,4-17-2024,3-16-2024
DBF8119,BF3049,WRIST WEAR,Round Bangles,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF9168,RF3305,RING,Female Ring,Female,Ballerina,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,10,17,"10KT,14KT,18KT,9KT",Yellow,4-6-2024,3-16-2024
DRF10007,RF1828,RING,Female Ring,Female,Generic,16,,Divine (DSJ),,,,,,White,,2-21-2024
DRF9645,RF1487,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,12,21,"10KT,14KT,18KT,9KT",Rose,3-16-2024,2-21-2024
DRF9656,RF1525,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,14,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF8285,PF6024,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF8368,RF2051,RING,Female Ring,Female,Engagement,13,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,10,19,"10KT,14KT,18KT,9KT",Rose,3-27-2024,2-21-2024
DRF8693,RF3055,RING,Female Ring,Female,Generic,26,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,8,19.5,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF8562,RF3006,RING,Female Ring,Female,Generic,11,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.18-0.22,9,16,"10KT,14KT,18KT,9KT",White,3-21-2024,2-21-2024
DRF9081,RF3259,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,4-1-2024,2-21-2024
DRF8959,RF3161,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DRF10012,RF1853,RING,Female Ring,Female,Generic,16,,Divine (DSJ),,,,,,White,,2-21-2024
DRF8693,RF3055,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,8,19.5,"10KT,14KT,18KT,9KT",Yellow,3-21-2024,2-21-2024
DEF8998,EF3072,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF8251,RF1858,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.90-0.99,7,8,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRF8547,RF2121,RING,Female Ring,Female,Now & Forever,10,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.00-1.23,13,18,"10KT,14KT,18KT,9KT",Rose,3-7-2024,2-21-2024
DEF8496,EF1231,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF9662,RF1555,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,-,21,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,3-6-2024
DEF9710,EF3481,EARRING,Female Earring,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DRF9666,RF1390,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.60-0.69,4,16,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF8826,RF3121,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,4,16,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF9552,RF1157,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DEF8738,EF1410,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-27-2024,2-21-2024
DRF10072,RF8017,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,Rose,,2-21-2024
DPF9678,PF1370,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,2-21-2024
DNK8643,NK3086,NECKWEAR,Necklaces,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8458,RF2102,RING,Female Ring,Female,Engagement,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-8-2024,4-8-2024
DRF8257,RF1865,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRM8930,RM1207,RING,Male Ring,Male,Generic,21,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,-,21,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF9541,RF1113,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DBR8905,BF3019,WRIST WEAR,Chain Bracelets,Female,Generic,7,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.70-0.79,6.5'',"7.25""","10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRF8183,RF1735,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DBF9947,OBF3056,WRIST WEAR,Round Bangles,Female,Generic,2.4,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DRF10008,RF1837,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DRF9768,RF1678,RING,Female Ring,Female,Generic,9.5,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,4-16-2024,2-21-2024
DRF8364,RF2032,RING,Female Ring,Female,Engagement,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,4-22-2024,3-15-2024
DEF8987,EF3060,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DPF9677,PF1310,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM8943,RM1122,RING,Male Ring,Male,Generic,21,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.39-0.44,18,18,"10KT,14KT,18KT,9KT",Yellow,3-11-2024,2-21-2024
DRF9544,RF1119,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Rose,4-17-2024,3-23-2024
DRF9547,RF1136,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF9653,RF1516,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",,,3-8-2024
DEF9736,EF3474,EARRING,Female Earring,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",White,,2-21-2024
DCM8751,CM3058,RING,Couple Male Ring,Male,Now & Forever,23,"Rose,White,Yellow",Divine (DSJ),,,15,26,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DRF10043,RF3335,RING,Female Ring,Female,Generic,10,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DRM9124,RM1304,RING,Male Ring,Male,Generic,16,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,16,20.5,"10KT,14KT,18KT,9KT",White,4-11-2024,4-9-2024
DRF8840,RF3137,RING,Female Ring,Female,Setu Collection,11,"Rose White,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,11,21,"10KT,14KT,18KT,9KT",White,4-6-2024,2-21-2024
DEF9636,EF3473,EARRING,Female Earring,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRF9274,RF3415,RING,Female Ring,Female,Generic,6,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.00-1.23,4,16,"10KT,14KT,18KT,9KT",White,,2-21-2024
DEF8738,EF1410,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DNK8677,NK3054,NECKWEAR,Necklaces,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8561,RF3005,RING,Female Ring,Female,Generic,26,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.50-0.59,4,20,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DEF9705,EF3476,EARRING,Female Earring,Female,Generic,-,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,3-8-2024,3-8-2024
DNP8517,NP3033,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",,3-8-2024,3-6-2024
DEF8619,EF6085,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,3-20-2024,3-20-2024
DPF8382,PF6076,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,5-13-2024,5-13-2024
DRM9148,RM3012,RING,Male Ring,Male,Generic,26,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.18-0.22,18,18,"10KT,14KT,18KT,9KT",White,3-29-2024,2-21-2024
DRF8954,RF3155,RING,Female Ring,Female,Generic,6,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Rose,3-20-2024,2-21-2024
DRF9472,RF6087,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,4-16-2024,2-21-2024
DRF8194,RF1759,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,11,35.5,"10KT,14KT,18KT,9KT",Rose,3-24-2024,2-21-2024
DEF9730,EF6009,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DPF9969,PF3123,NECKWEAR,Female Pendant,Female,Generic,-,,Divine (DSJ),,,,,,Yellow,3-12-2024,2-21-2024
DRF8952,RF3152,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Rose,4-1-2024,2-21-2024
DMF8669,MF024,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-26-2024,4-26-2024
DEF8601,EF1358,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-16-2024,4-16-2024
DRF9393,RF6017,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,5,15,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM9033,RM1256,RING,Male Ring,Male,Generic,22,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,1.24-1.49,21,21,"10KT,14KT,18KT,9KT",Yellow,3-16-2024,2-21-2024
DRF8189,RF1753,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,19,"10KT,14KT,18KT,9KT",Rose,3-12-2024,2-21-2024
DRM9144,RM3006,RING,Male Ring,Male,Generic,26,"Rose,Rose White,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.23-0.29,0.45-0.49,18,18,"10KT,14KT,18KT,9KT",White,4-20-2024,2-21-2024
DMF8795,MF3031,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",,,3-20-2024
DRF8829,RF3125,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.50-0.59,4,16,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRM8912,RM1153,RING,Male Ring,Male,Generic,-,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,32,33.5,"10KT,14KT,18KT,9KT",Yellow,,5-4-2024
DRF10065,RF6064,RING,Female Ring,Female,Generic,10,,Divine (DSJ),,,,,,Rose,,2-21-2024
DEF8863,EF1483,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-19-2024,2-21-2024
DRF9645,RF1487,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,12,21,"10KT,14KT,18KT,9KT",Yellow,4-11-2024,4-11-2024
DEM10166,,EARRING,Male Earring,Male,Generic,-,"PT White,Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"18KT,950",,3-23-2024,3-23-2024
DRF9543,RF1116,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",,3-23-2024,3-23-2024
DRF10064,RF6063,RING,Female Ring,Female,Generic,9,,Divine (DSJ),,,,,,Rose,,2-21-2024
DRF9066,RF3208,RING,Female Ring,Female,Generic,11.5,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.39-0.44,4,16,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DEF8723,EF1387,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF9669,RF1412,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM9149,RM3013,RING,Male Ring,Male,Generic,19,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.14-0.17,0.14-0.17,18,18,"10KT,14KT,18KT,9KT",White,3-8-2024,2-21-2024
DCF8885,CF3052,RING,Couple Female Ring,Female,Now & Forever,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF10064,RF6063,RING,Female Ring,Female,Generic,11,,Divine (DSJ),,,,,,Rose,,2-21-2024
DNK9928,NK3070,NECKWEAR,Necklaces,Female,Generic,18,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DEF8491,EF1195,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DEF8716,EF1379,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.50-1.69,-,-,"10KT,14KT,18KT,9KT",Rose,3-29-2024,2-21-2024
DRM9023,RM1240,RING,Male Ring,Male,Generic,25,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.30-0.38,0.60-0.69,18,20,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,3-22-2024
DRM9033,RM1256,RING,Male Ring,Male,Generic,24,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,1.24-1.49,21,21,"10KT,14KT,18KT,9KT",Yellow,4-10-2024,4-9-2024
DBF10177,,WRIST WEAR,Round Bangles,Female,Generic,2.3,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,2.3,2.3,18KT,,4-2-2024,4-2-2024
DRF8261,RF1869,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",,4-17-2024,4-2-2024
DRF8465,RF2114,RING,Female Ring,Female,Engagement,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DRF8967,RF3173,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.50-0.59,2.50-2.99,6,17,"10KT,14KT,18KT,9KT",,5-6-2024,4-22-2024
DRF8713,RF3023,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.80-0.89,2.50-2.99,12,17,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
